ELEMENT_GLOBAL_ID,Scientific Name,Common Name,Taxonomic Group
121275,Papilio aristodemus,Schaus' Swallowtail,Butterflies and Skippers
107246,Papilio joanae,Ozark Swallowtail,Butterflies and Skippers
112996,Parnassius behrii,Sierra Nevada Parnassian,Butterflies and Skippers
113669,Philotes sonorensis,Sonoran Blue,Butterflies and Skippers
116027,Philotiella leona,Leona's Little Blue Butterfly,Butterflies and Skippers
106963,Philotiella speciosa,Small Blue,Butterflies and Skippers
115121,Phyciodes orseis,California Crescent,Butterflies and Skippers
110832,Pieris virginiensis,West Virginia White,Butterflies and Skippers
115274,Piruna haferniki,Chisos Skipperling,Butterflies and Skippers
108928,Piruna polingii,Four-spotted Skipperling,Butterflies and Skippers
109555,Plebulina emigdionis,San Emigdio Blue,Butterflies and Skippers
115970,Polites mardon,Mardon Skipper,Butterflies and Skippers
120878,Problema bulenta,Rare Skipper,Butterflies and Skippers
118481,Problema byssus,Byssus Skipper,Butterflies and Skippers
115799,Pseudocopaeodes eunus,Alkali Skipper,Butterflies and Skippers
110238,Pyrgus xanthus,Mountain Checkered-Skipper,Butterflies and Skippers
115680,Satyrium kingi,King's Hairstreak,Butterflies and Skippers
120949,Satyrium polingi,Poling's Hairstreak,Butterflies and Skippers
108911,Speyeria adiaste,Unsilvered Fritillary,Butterflies and Skippers
112965,Speyeria carolae,Carol's Fritillary,Butterflies and Skippers
112513,Speyeria diana,Diana Fritillary,Butterflies and Skippers
114908,Speyeria idalia,Regal Fritillary,Butterflies and Skippers
120745,Speyeria nokomis,Nokomis Fritillary,Butterflies and Skippers
118016,Stallingsia maculosus,Manfreda Giant-Skipper,Butterflies and Skippers
119241,Strymon alea,Lacey's Scrub-Hairstreak,Butterflies and Skippers
117631,Strymon avalona,Avalon Scrub-Hairstreak,Butterflies and Skippers
111742,Thorybes diversus,Western Cloudywing,Butterflies and Skippers
117394,Zerene eurydice,California Dogface,Butterflies and Skippers
858487,Barbicambarus simmonsi,Tennessee Bottlebrush Crayfish,Crayfishes
106842,Bouchardina robisoni,Bayou Bodcau Crayfish,Crayfishes
110535,Cambarellus blacki,Cypress Crayfish,Crayfishes
119084,Cambarellus diminutus,Least Crayfish,Crayfishes
120679,Cambarellus lesliei,Angular Dwarf Crayfish,Crayfishes
112835,Cambarellus ninae,Aransas Dwarf Crayfish,Crayfishes
1000230,Cambarellus rotatus,Twisted Dwarf Crayfish,Crayfishes
117640,Cambarellus schmitti,Fontal Dwarf Crayfish,Crayfishes
120564,Cambarellus texanus,Brazos Dwarf Crayfish,Crayfishes
112282,Cambarus aculabrum,Benton County Cave Crayfish,Crayfishes
120989,Cambarus angularis,Angled Crayfish,Crayfishes
117824,Cambarus batchi,Bluegrass Crayfish,Crayfishes
114597,Cambarus bouchardi,Big South Fork Crayfish,Crayfishes
112706,Cambarus brachydactylus,Shortfinger Crayfish,Crayfishes
795348,Cambarus brimleyorum,Valley River Crayfish,Crayfishes
952585,Cambarus callainus,Big Sandy Crayfish,Crayfishes
109353,Cambarus catagius,Greensboro Burrowing Crayfish,Crayfishes
114962,Cambarus causeyi,Boston Mountains Crayfish,Crayfishes
111670,Cambarus chaugaensis,Chauga Crayfish,Crayfishes
793651,Cambarus clivosus,Short Mountain Crayfish,Crayfishes
111672,Cambarus conasaugaensis,Mountain Crayfish,Crayfishes
117215,Cambarus coosawattae,Coosawattae Crayfish,Crayfishes
109125,Cambarus cracens,Slenderclaw Crayfish,Crayfishes
111436,Cambarus crinipes,Hairyfoot Crayfish,Crayfishes
110617,Cambarus cryptodytes,Dougherty Plain Cave Crayfish,Crayfishes
113811,Cambarus cymatilis,Conasauga Blue Burrower,Crayfishes
115601,Cambarus davidi,Carolina Ladle Crayfish,Crayfishes
728749,Cambarus doughertyensis,Dougherty Burrowing Crayfish,Crayfishes
791631,Cambarus eeseeohensis,Grandfather Mountain Crayfish,Crayfishes
116252,Cambarus elkensis,Elk River Crayfish,Crayfishes
115020,Cambarus englishi,Tallapoosa Crayfish,Crayfishes
113870,Cambarus extraneus,Chickamauga Crayfish,Crayfishes
119585,Cambarus fasciatus,Etowah Crayfish,Crayfishes
107140,Cambarus georgiae,Little Tennessee Crayfish,Crayfishes
117079,Cambarus halli,Slackwater Crayfish,Crayfishes
121064,Cambarus hamulatus,Prickly Cave Crayfish,Crayfishes
120496,Cambarus harti,Piedmont Blue Burrower,Crayfishes
111144,Cambarus hiwasseensis,Hiwassee Crayfish,Crayfishes
637255,Cambarus hobbsorum,Rocky River Crayfish,Crayfishes
110090,Cambarus hubbsi,Hubbs' Crayfish,Crayfishes
737546,Cambarus hystricosus,Sandhills Spiny Crayfish,Crayfishes
115905,Cambarus jezerinaci,Spiny Scale Crayfish,Crayfishes
798252,Cambarus johni,Carolina Foothills Crayfish,Crayfishes
108231,Cambarus jonesi,Alabama Cave Crayfish,Crayfishes
821665,Cambarus laconensis,Lacon Exit Cave Crayfish,Crayfishes
111565,Cambarus lenati,Broad River Stream Crayfish,Crayfishes
112602,Cambarus miltus,Rusty Grave Digger,Crayfishes
107950,Cambarus nerterius,Greenbrier Cave Crayfish,Crayfishes
113868,Cambarus obeyensis,Obey Crayfish,Crayfishes
115819,Cambarus parrishi,Hiwassee Headwater Crayfish,Crayfishes
115775,Cambarus pecki,Phantom Cave Crayfish,Crayfishes
119524,Cambarus pristinus,Pristine Crayfish,Crayfishes
119523,Cambarus pyronotus,Fireback Crayfish,Crayfishes
116435,Cambarus reburrus,French Broad Crayfish,Crayfishes
115192,Cambarus scotti,Chattooga River Crayfish,Crayfishes
116048,Cambarus setosus,Bristly Cave Crayfish,Crayfishes
907126,Cambarus smilax,Greenbrier River Crayfish,Crayfishes
115431,Cambarus speciosus,Beautiful Crayfish,Crayfishes
821661,Cambarus speleocoopi,Sweet Home Alabama Cave Crayfish,Crayfishes
107416,Cambarus spicatus,Broad River Spiney Crayfish,Crayfishes
108680,Cambarus strigosus,Lean Crayfish,Crayfishes
114706,Cambarus subterraneus,Delaware County Cave Crayfish,Crayfishes
118123,Cambarus tartarus,Oklahoma Cave Crayfish,Crayfishes
116795,Cambarus truncatus,Oconee Burrowing Crayfish,Crayfishes
640697,Cambarus tuckasegee,Tuckasegee Stream Crayfish,Crayfishes
118740,Cambarus unestami,Blackbarred Crayfish,Crayfishes
111679,Cambarus veitchorum,White Spring Cave Crayfish,Crayfishes
952590,Cambarus veteranus,Guyandotte River Crayfish,Crayfishes
110798,Cambarus williami,Brawleys Fork Crayfish,Crayfishes
110614,Cambarus zophonastes,Hell Creek Cave Crayfish,Crayfishes
120536,Distocambarus carlsoni,Mimic Crayfish,Crayfishes
120789,Distocambarus crockeri,Piedmont Prairie Burrowing Crayfish,Crayfishes
108526,Distocambarus devexus,Broad River Burrowing Crayfish,Crayfishes
108156,Distocambarus hunteri,Saluda Burrowing Crayfish,Crayfishes
106760,Distocambarus youngineri,Newberry Burrowing Crayfish,Crayfishes
115566,Fallicambarus burrisi,Burrowing Bog Crayfish,Crayfishes
114609,Fallicambarus danielae,Speckled Burrowing Crayfish,Crayfishes
119338,Fallicambarus devastator,Texas Prairie Crayfish,Crayfishes
108188,Fallicambarus dissitus,Pine Hills Digger,Crayfishes
109494,Fallicambarus gilpini,Jefferson County Crayfish,Crayfishes
119426,Fallicambarus gordoni,Camp Shelby Burrowing Crayfish,Crayfishes
114495,Fallicambarus harpi,Ouachita Burrowing Crayfish,Crayfishes
116648,Fallicambarus hortoni,Hatchie Burrowing Crayfish,Crayfishes
821051,Fallicambarus houstonensis,Houston Burrowing Crayfish,Crayfishes
117448,Fallicambarus jeanae,Daisie Burrowing Crayfish,Crayfishes
821052,Fallicambarus kountzeae,Big Thicket Burrowing Crayfish,Crayfishes
113327,Fallicambarus macneesei,Old Prairie Digger,Crayfishes
109483,Fallicambarus petilicarpus,Slenderwrist Burrowing Crayfish,Crayfishes
107397,Fallicambarus strawni,Saline Burrowing Crayfish,Crayfishes
116283,Faxonella blairi,Blair's Fencing Crayfish,Crayfishes
113936,Faxonella creaseri,Ouachita Fencing Crayfish,Crayfishes
113192,Hobbseus attenuatus,Pearl Riverlet Crayfish,Crayfishes
110321,Hobbseus cristatus,Crested Riverlet Crayfish,Crayfishes
119469,Hobbseus orconectoides,Oktibbeha Riverlet Crayfish,Crayfishes
117070,Hobbseus petilus,Tombigbee Riverlet Crayfish,Crayfishes
120256,Hobbseus valleculus,Choctaw Riverlet Crayfish,Crayfishes
106855,Hobbseus yalobushensis,Yalobusha Riverlet Crayfish,Crayfishes
817900,Orconectes barri,Cumberland Plateau Cave Crayfish,Crayfishes
108206,Orconectes bisectus,Crittenden Crayfish,Crayfishes
114781,Orconectes blacki,Calcasieu Crayfish,Crayfishes
108975,Orconectes burri,Blood River Crayfish,Crayfishes
119870,Orconectes carolinensis,North Carolina Spiny Crayfish,Crayfishes
120183,Orconectes cooperi,Flint River Crayfish,Crayfishes
119144,Orconectes difficilis,Painted Crayfish,Crayfishes
119452,Orconectes eupunctus,Coldwater Crayfish,Crayfishes
107701,Orconectes harrisonii,Belted Crayfish,Crayfishes
113071,Orconectes hartfieldi,Yazoo Crayfish,Crayfishes
114782,Orconectes hathawayi,Teche Painted Crawfish,Crayfishes
119823,Orconectes illinoiensis,Shawnee Crayfish,Crayfishes
110625,Orconectes incomptus,Tennessee Cave Crayfish,Crayfishes
118496,Orconectes indianensis,Indiana Crayfish,Crayfishes
116858,Orconectes jeffersoni,Louisville Crayfish,Crayfishes
116817,Orconectes jonesi,Sucarnoochee River Crayfish,Crayfishes
119673,Orconectes maletae,Kisatchie Painted Crayfish,Crayfishes
107076,Orconectes marchandi,Mammoth Spring Crayfish,Crayfishes
738954,Orconectes margorectus,Livingston Crayfish,Crayfishes
110459,Orconectes menae,Mena Crayfish,Crayfishes
115069,Orconectes mississippiensis,Mississippi Crayfish,Crayfishes
116696,Orconectes nana,Midget Crayfish,Crayfishes
117188,Orconectes packardi,Appalachian Cave Crayfish,Crayfishes
720843,Orconectes pardalotus,Leopard Crayfish,Crayfishes
120493,Orconectes peruncus,Big Creek Crayfish,Crayfishes
106695,Orconectes quadruncus,St. Francis River Crayfish,Crayfishes
110054,Orconectes rafinesquei,Rough River Crayfish,Crayfishes
844159,Orconectes raymondi,Norwood River Crayfish,Crayfishes
116313,Orconectes ronaldi,Mud River Crayfish,Crayfishes
116061,Orconectes saxatilis,Kiamichi Crayfish,Crayfishes
108909,Orconectes sheltae,Shelta Cave Crayfish,Crayfishes
115224,Orconectes shoupi,Nashville Crayfish,Crayfishes
112045,Orconectes sloanii,Sloan Crayfish,Crayfishes
110585,Orconectes stannardi,Little Wabash Crayfish,Crayfishes
637266,Orconectes stygocaneyi,Caney Mountain Cave Crayfish,Crayfishes
821675,Orconectes taylori,Crescent Crayfish,Crayfishes
109620,Orconectes virginiensis,Chowanoke Crayfish,Crayfishes
112393,Orconectes williamsi,Williams Crayfish,Crayfishes
109368,Orconectes wrighti,Hardin Crayfish,Crayfishes
121301,Pacifastacus connectens,Snake River Pilose Crayfish,Crayfishes
110563,Pacifastacus fortis,Shasta Crayfish,Crayfishes
116059,Procambarus acherontis,Orlando Cave Crayfish,Crayfishes
112731,Procambarus advena,Vidalia Crayfish,Crayfishes
115007,Procambarus apalachicolae,Coastal Flatwoods Crayfish,Crayfishes
114573,Procambarus attiguus,Silver Glen Springs Crayfish,Crayfishes
112294,Procambarus barbiger,Jackson Prairie Crayfish,Crayfishes
113787,Procambarus braswelli,Waccamaw Crayfish,Crayfishes
109848,Procambarus brazoriensis,Brazoria Crayfish,Crayfishes
109111,Procambarus capillatus,Capillaceous Crayfish,Crayfishes
115959,Procambarus ceruleus,Blueclaw Chimney Crawfish,Crayfishes
110475,Procambarus cometes,Mississippi Flatwoods Crayfish,Crayfishes
119543,Procambarus delicatus,Bigcheek Cave Crayfish,Crayfishes
108931,Procambarus echinatus,Edisto Crayfish,Crayfishes
107931,Procambarus econfinae,Panama City Crayfish,Crayfishes
118840,Procambarus epicyrtus,Humpback Crayfish,Crayfishes
119782,Procambarus erythrops,Santa Fe Cave Crayfish,Crayfishes
118338,Procambarus escambiensis,Escambia Crayfish,Crayfishes
115105,Procambarus fitzpatricki,Spinytail Crayfish,Crayfishes
108402,Procambarus franzi,Orange Lake Cave Crayfish,Crayfishes
106631,Procambarus geminus,Twin Crawfish,Crayfishes
109863,Procambarus horsti,Big Blue Springs Crayfish,Crayfishes
114639,Procambarus lagniappe,Lagniappe Crayfish,Crayfishes
107204,Procambarus latipleurum,Wingtail Crayfish,Crayfishes
112824,Procambarus lecontei,Mobile Crayfish,Crayfishes
115424,Procambarus leitheuseri,Coastal Lowland Cave Crayfish,Crayfishes
112927,Procambarus lucifugus,Florida Cave Crayfish,Crayfishes
111053,Procambarus lylei,Shutispear Crayfish,Crayfishes
795355,Procambarus machardyi,Caddo Chimney Crawfish,Crayfishes
107352,Procambarus marthae,Crisscross Crayfish,Crayfishes
111554,Procambarus medialis,Pamlico Crayfish,Crayfishes
118902,Procambarus milleri,Miami Cave Crayfish,Crayfishes
120267,Procambarus morrisi,Putnum County Cave Crayfish,Crayfishes
116903,Procambarus nechesae,Neches Crayfish,Crayfishes
112048,Procambarus nigrocinctus,Blackbelted Crayfish,Crayfishes
113991,Procambarus nueces,Nueces Crayfish,Crayfishes
115209,Procambarus orcinus,Woodville Karst Cave Crayfish,Crayfishes
120607,Procambarus pallidus,Pallid Cave Crayfish,Crayfishes
110514,Procambarus penni,Pearl Blackwater Crayfish,Crayfishes
821672,Procambarus pentastylus,Calcasieu Creek Crayfish,Crayfishes
106747,Procambarus petersi,Ogeechee Crayfish,Crayfishes
120608,Procambarus pictus,Spotted Royal Crayfish,Crayfishes
111051,Procambarus pogum,Bearded Red Crayfish,Crayfishes
111981,Procambarus rathbunae,Combclaw Crayfish,Crayfishes
113786,Procambarus regalis,Regal Burrowing Crayfish,Crayfishes
115433,Procambarus reimeri,Irons Fork Burrowing Crayfish,Crayfishes
106826,Procambarus steigmani,Parkhill Prairie Crayfish,Crayfishes
114498,Procambarus suttkusi,Choctawhatchee Crayfish,Crayfishes
119424,Procambarus tenuis,Ouachita Mountain Crayfish,Crayfishes
119337,Procambarus texanus,Bastrop Crayfish,Crayfishes
116085,Procambarus truculentus,Bog Crayfish,Crayfishes
118132,Procambarus youngi,Florida Longbeak Crayfish,Crayfishes
120713,Troglocambarus maclanei,North Florida Spider Cave Crayfish,Crayfishes
119192,Alasmidonta arcula,Altamaha Arcmussel,Freshwater Mussels
119501,Alasmidonta atropurpurea,Cumberland Elktoe,Freshwater Mussels
108301,Alasmidonta heterodon,Dwarf Wedgemussel,Freshwater Mussels
117061,Alasmidonta raveneliana,Appalachian Elktoe,Freshwater Mussels
114679,Alasmidonta triangulata,Southern Elktoe,Freshwater Mussels
111437,Alasmidonta varicosa,Brook Floater,Freshwater Mussels
118231,Amblema elliottii,Coosa Fiveridge,Freshwater Mussels
107426,Amblema neislerii,Fat Threeridge,Freshwater Mussels
119538,Anodonta heardi,Apalachicola Floater,Freshwater Mussels
121313,Anodontoides denigrata,Cumberland Papershell,Freshwater Mussels
116326,Arkansia wheeleri,Ouachita Rock Pocketbook,Freshwater Mussels
112995,Cyclonaias aurea,Golden Orb,Freshwater Mussels
117311,Cyclonaias houstonensis,Smooth Pimpleback,Freshwater Mussels
117994,Cyclonaias infucata,Sculptured Pigtoe,Freshwater Mussels
836270,Cyclonaias kleiniana,Florida Mapleleaf,Freshwater Mussels
107777,Cyclonaias mortoni,Western Pimpleback,Freshwater Mussels
108356,Cyclonaias petrina,Texas Pimpleback,Freshwater Mussels
115425,Cyclonaias refulgens,Purple Pimpleback,Freshwater Mussels
117674,Cyclonaias succissa,Purple Pigtoe,Freshwater Mussels
110730,Dromus dromas,Dromedary Pearlymussel,Freshwater Mussels
109209,Elliptio ahenea,Southern Lance,Freshwater Mussels
118225,Elliptio chipolaensis,Chipola Slabshell,Freshwater Mussels
108850,Elliptio congaraea,Carolina Slabshell,Freshwater Mussels
116038,Elliptio dariensis,Georgia Elephantear,Freshwater Mussels
114949,Elliptio downiei,Satilla Elephantear,Freshwater Mussels
111544,Elliptio fraterna,Brother Spike,Freshwater Mussels
110016,Elliptio lanceolata,Yellow Lance,Freshwater Mussels
108690,Elliptio mcmichaeli,Fluted Elephantear,Freshwater Mussels
112735,Elliptio monroensis,St. John's Elephantear,Freshwater Mussels
114607,Elliptio nigella,Winged Spike,Freshwater Mussels
112734,Elliptio purpurella,Inflated Spike,Freshwater Mussels
116113,Elliptio roanokensis,Roanoke Slabshell,Freshwater Mussels
109373,Elliptio spinosa,Altamaha Spinymussel,Freshwater Mussels
107915,Elliptio steinstansana,Tar River Spinymussel,Freshwater Mussels
120124,Elliptoideus sloatianus,Purple Bankclimber,Freshwater Mussels
889342,Epioblasma ahlstedti,Duck River Oyster Mussel,Freshwater Mussels
115217,Epioblasma brevidens,Cumberlandian Combshell,Freshwater Mussels
118984,Epioblasma capsaeformis,Oyster Mussel,Freshwater Mussels
107322,Epioblasma curtisii,Curtis Pearlymussel,Freshwater Mussels
106888,Epioblasma florentina,Yellow Blossom,Freshwater Mussels
120618,Epioblasma obliquata,Catspaw,Freshwater Mussels
109895,Epioblasma penita,Southern Combshell,Freshwater Mussels
113554,Epioblasma torulosa,Tubercled Blossom,Freshwater Mussels
112023,Epioblasma triquetra,Snuffbox,Freshwater Mussels
119822,Fusconaia askewi,Texas Pigtoe,Freshwater Mussels
116875,Fusconaia burkei,Tapered Pigtoe,Freshwater Mussels
108198,Fusconaia cor,Shiny Pigtoe,Freshwater Mussels
118288,Fusconaia cuneolus,Finerayed Pigtoe,Freshwater Mussels
113003,Fusconaia escambia,Narrow Pigtoe,Freshwater Mussels
112228,Fusconaia masoni,Atlantic Pigtoe,Freshwater Mussels
112997,Fusconaia mitchelli,False Spike,Freshwater Mussels
112227,Fusconaia ozarkensis,Ozark Pigtoe,Freshwater Mussels
118395,Fusconaia subrotunda,Longsolid,Freshwater Mussels
109629,Gonidea angulata,Western Ridged Mussel,Freshwater Mussels
117227,Hamiota altilis,Finelined Pocketbook,Freshwater Mussels
118846,Hamiota australis,Southern Sandshell,Freshwater Mussels
120294,Hamiota perovalis,Orangenacre Mucket,Freshwater Mussels
109708,Hamiota subangulata,Shinyrayed Pocketbook,Freshwater Mussels
109635,Hemistena lata,Cracking Pearlymussel,Freshwater Mussels
114659,Lampsilis abrupta,Pink Mucket,Freshwater Mussels
108845,Bombus affinis,Rusty-patched Bumble Bee,Bumble Bees
107857,Bombus appositus,White-Shouldered Bumble Bee,Bumble Bees
819678,Bombus caliginosus,Obscure Bumble Bee,Bumble Bees
1013804,Bombus cockerelli,Cockerell's Bumble Bee,Bumble Bees
834085,Bombus crotchii,Crotch Bumble Bee,Bumble Bees
106721,Bombus fervidus,Yellow Bumble Bee,Bumble Bees
832125,Bombus fraternus,Southern Plains Bumble Bee,Bumble Bees
819655,Bombus insularis,Indiscriminate Cuckoo Bumble Bee,Bumble Bees
834053,Bombus morrisoni,Morrisoni Bumble Bee,Bumble Bees
744953,Bombus pensylvanicus,American Bumble Bee,Bumble Bees
819661,Bombus suckleyi,Suckley's Cuckoo Bumble Bee,Bumble Bees
806567,Bombus terricola,Yellow-banded Bumble Bee,Bumble Bees
819626,Bombus variabilis,Variable Cuckoo Bumble Bee,Bumble Bees
119743,Adopaeoides prittwitzi,Sunrise Skipper,Butterflies and Skippers
107839,Agathymus evansi,Huachuca Giant-Skipper,Butterflies and Skippers
116354,Agathymus gentryi,Gentry's Giant-Skipper,Butterflies and Skippers
110210,Agathymus mariae,Mary's Giant-Skipper,Butterflies and Skippers
112144,Agathymus stephensi,California Giant-Skipper,Butterflies and Skippers
112390,Agriades podarce,Arrowhead Arctic Blue,Butterflies and Skippers
112623,Amblyscirtes aesculapius,Lace-winged Roadside-Skipper,Butterflies and Skippers
114517,Amblyscirtes alternata,Dusky Roadside-Skipper,Butterflies and Skippers
107330,Amblyscirtes belli,Bell's Roadside-Skipper,Butterflies and Skippers
114154,Amblyscirtes carolina,Carolina Roadside-Skipper,Butterflies and Skippers
120413,Amblyscirtes elissa,Elissa Roadside-Skipper,Butterflies and Skippers
110939,Amblyscirtes linda,Linda's Roadside-Skipper,Butterflies and Skippers
111894,Amblyscirtes reversa,Reversed Roadside-Skipper,Butterflies and Skippers
109087,Amblyscirtes texanae,Texas Roadside-Skipper,Butterflies and Skippers
109442,Amblyscirtes tolteca,Toltec Roadside-Skipper,Butterflies and Skippers
109193,Anthocharis lanceolata,Gray Marble,Butterflies and Skippers
111267,Apodemia chisosensis,Chisos Metalmark,Butterflies and Skippers
107865,Apodemia duryi,Mexican Metalmark,Butterflies and Skippers
114459,Apodemia phyciodoides,Crescent Metalmark,Butterflies and Skippers
120675,Apodemia virgulti,Behr's Metalmark,Butterflies and Skippers
106956,Atrytone arogos,Arogos Skipper,Butterflies and Skippers
118806,Atrytonopsis cestus,Cestus Skipper,Butterflies and Skippers
109086,Atrytonopsis edwardsi,Sheep Skipper,Butterflies and Skippers
110938,Atrytonopsis loammi,Loammi Skipper,Butterflies and Skippers
120891,Atrytonopsis lunus,Moon-marked Skipper,Butterflies and Skippers
112465,Atrytonopsis pittacus,White-barred Skipper,Butterflies and Skippers
107591,Atrytonopsis python,Python Skipper,Butterflies and Skippers
109085,Atrytonopsis quinteri,Crystal Skipper,Butterflies and Skippers
109321,Autochton pseudocellus,Sonoran Banded-Skipper,Butterflies and Skippers
110710,Boloria alberta,Alberta Fritillary,Butterflies and Skippers
116322,Boloria kriemhild,Relict Fritillary,Butterflies and Skippers
118731,Calephelis arizonensis,Arizona Metalmark,Butterflies and Skippers
107560,Calephelis borealis,Northern Metalmark,Butterflies and Skippers
112858,Calephelis muticum,Swamp Metalmark,Butterflies and Skippers
119927,Calephelis perditalis,Rounded Metalmark,Butterflies and Skippers
109784,Calephelis wrighti,Wright's Metalmark,Butterflies and Skippers
110330,Callophrys comstocki,Desert Green Hairstreak,Butterflies and Skippers
116373,Callophrys dumetorum,Coastal Green Hairstreak,Butterflies and Skippers
106765,Callophrys fotis,Desert Elfin,Butterflies and Skippers
110485,Callophrys hesseli,Hessel's Hairstreak,Butterflies and Skippers
116737,Callophrys irus,Frosted Elfin,Butterflies and Skippers
115428,Callophrys johnsoni,Johnson's Hairstreak,Butterflies and Skippers
108268,Callophrys muiri,Muir's Hairstreak,Butterflies and Skippers
118539,Callophrys thornei,Thorne's Hairstreak,Butterflies and Skippers
111968,Celastrina humulus,Hops Azure,Butterflies and Skippers
108754,Celotes limpia,Scarce Streaky-Skipper,Butterflies and Skippers
109384,Chlosyne definita,Definite Patch,Butterflies and Skippers
117718,Chlosyne gabbii,Gabb's Checkerspot,Butterflies and Skippers
117471,Cogia outis,Outis Skipper,Butterflies and Skippers
111300,Colias behrii,Sierra Sulphur,Butterflies and Skippers
115307,Colias harfordii,Harford's Sulphur,Butterflies and Skippers
118797,Cyclargus ammon,Nickerbean Blue,Butterflies and Skippers
110493,Cyclargus thomasi,Caribbean Blue,Butterflies and Skippers
119993,Decinea percosius,Percosius Skipper,Butterflies and Skippers
118325,Ephyriades brunnea,Florida Duskywing,Butterflies and Skippers
111322,Erynnis martialis,Mottled Duskywing,Butterflies and Skippers
111148,Euphilotes baueri,Bauer's Blue,Butterflies and Skippers
117634,Euphilotes bernardino,Bernadino Blue,Butterflies and Skippers
116532,Euphilotes mojave,Mojave Blue,Butterflies and Skippers
118220,Euphilotes pallescens,Pallid Blue,Butterflies and Skippers
107274,Euphilotes rita,Rita Dotted-Blue,Butterflies and Skippers
118946,Euphilotes spaldingi,Spalding's Blue,Butterflies and Skippers
107939,Euphydryas gillettii,Gillette's Checkerspot,Butterflies and Skippers
112161,Euphyes arpa,Palmetto Skipper,Butterflies and Skippers
120612,Euphyes bayensis,Bay Skipper,Butterflies and Skippers
113110,Euphyes berryi,Berry's Skipper,Butterflies and Skippers
120478,Euphyes dukesi,Dukes' Skipper,Butterflies and Skippers
111309,Euphyes pilatka,Palatka Skipper,Butterflies and Skippers
113869,Hesperia attalus,Dotted Skipper,Butterflies and Skippers
106814,Hesperia columbia,Columbian Skipper,Butterflies and Skippers
119247,Hesperia dacotae,Dakota Skipper,Butterflies and Skippers
119803,Hesperia lindseyi,Lindsey's Skipper,Butterflies and Skippers
115621,Hesperia meskei,Meske's Skipper,Butterflies and Skippers
107362,Hesperia miriamae,Sierra Skipper,Butterflies and Skippers
111633,Hesperia ottoe,Ottoe Skipper,Butterflies and Skippers
112521,Hesperia woodgatei,Apache Skipper,Butterflies and Skippers
108014,Hesperopsis gracielae,Mcneill's Saltbush Sootywing,Butterflies and Skippers
112267,Icaricia neurona,Veined Blue,Butterflies and Skippers
111952,Lethe creola,Creole Pearly-Eye,Butterflies and Skippers
117893,Lycaena ferrisi,Ferris's Copper,Butterflies and Skippers
109735,Lycaena gorgon,Gorgon Copper,Butterflies and Skippers
115329,Lycaena hermes,Hermes Copper,Butterflies and Skippers
110244,Megathymus cofaqui,Cofaqui Giant-Skipper,Butterflies and Skippers
107317,Neonympha areolatus,Georgia Satyr,Butterflies and Skippers
754298,Neonympha helicta,Helicta Satyr,Butterflies and Skippers
118820,Neonympha mitchellii,Mitchell's Satyr,Butterflies and Skippers
108881,Neophasia terlooii,Chiricahua White,Butterflies and Skippers
112012,Lampsilis bracteata,Texas Fatmucket,Freshwater Mussels
109623,Lampsilis cariosa,Yellow Lampmussel,Freshwater Mussels
117633,Lampsilis dolabraeformis,Altamaha Pocketbook,Freshwater Mussels
112888,Lampsilis higginsii,Higgins Eye,Freshwater Mussels
119787,Lampsilis powellii,Arkansas Fatmucket,Freshwater Mussels
109950,Lampsilis rafinesqueana,Neosho Mucket,Freshwater Mussels
117064,Lampsilis satura,Sandbank Pocketbook,Freshwater Mussels
117066,Lampsilis splendida,Rayed Pink Fatmucket,Freshwater Mussels
117491,Lampsilis virescens,Alabama Lampmussel,Freshwater Mussels
113582,Lasmigona alabamensis,Alabama Heelsplitter,Freshwater Mussels
117516,Lasmigona decorata,Carolina Heelsplitter,Freshwater Mussels
827412,Lasmigona etowaensis,Etowah Heelsplitter,Freshwater Mussels
827419,Lasmigona holstonia,Tennessee Heelsplitter,Freshwater Mussels
107377,Lasmigona subviridis,Green Floater,Freshwater Mussels
110500,Lemiox rimosus,Birdwing Pearlymussel,Freshwater Mussels
115603,Leptodea leptodon,Scaleshell,Freshwater Mussels
114703,Leptodea ochracea,Tidewater Mucket,Freshwater Mussels
112056,Margaritifera hembeli,Louisiana Pearlshell,Freshwater Mussels
110125,Margaritifera marrianae,Alabama Pearlshell,Freshwater Mussels
106982,Margaritifera monodonta,Spectaclecase,Freshwater Mussels
120101,Medionidus acutissimus,Alabama Moccasinshell,Freshwater Mussels
110094,Medionidus conradicus,Cumberland Moccasinshell,Freshwater Mussels
118702,Medionidus penicillatus,Gulf Moccasinshell,Freshwater Mussels
120661,Medionidus simpsonianus,Ochlockonee Moccasinshell,Freshwater Mussels
115823,Medionidus walkeri,Suwannee Moccasinshell,Freshwater Mussels
108648,Obovaria choctawensis,Choctaw Bean,Freshwater Mussels
112130,Obovaria retusa,Ring Pink,Freshwater Mussels
119181,Obovaria unicolor,Alabama Hickorynut,Freshwater Mussels
116284,Pegias fabula,Littlewing Pearlymussel,Freshwater Mussels
119203,Plethobasus cicatricosus,White Wartyback,Freshwater Mussels
120557,Plethobasus cooperianus,Orangefoot Pimpleback,Freshwater Mussels
113633,Plethobasus cyphyus,Sheepnose,Freshwater Mussels
792569,Pleurobema athearni,Canoe Creek Pigtoe,Freshwater Mussels
114892,Pleurobema beadleianum,Mississippi Pigtoe,Freshwater Mussels
902145,Pleurobema clava,Clubshell,Freshwater Mussels
