ELEMENT_GLOBAL_ID,cutecode,Scientific Name,Common Name,Taxonomic Group
888461,agavverd,Agave verdensis,Agave verdensis,Flowering Plants
888462,agavyava,Agave yavapaiensis,Agave yavapaiensis,Flowering Plants
137498,agerlitt,Ageratum littorale,Cape Sable Ageratum,Flowering Plants
147690,agroblas,Agrostis blasdalei,Cliff Bentgrass,Flowering Plants
130389,agrohoov,Agrostis hooveri,Hoover's Bentgrass,Flowering Plants
158821,agrohowe,Agrostis howellii,Howell's Bentgrass,Flowering Plants
874469,agrolacu,Agrostis lacuna-vernalis,,Flowering Plants
138947,agroross,Agrostis rossiae,Ross' Bentgrass,Flowering Plants
128703,alethumi,Aletes humilis,Larimer Aletes,Flowering Plants
151013,aletbrac,Aletris bracteata,Bracted Colicroot,Flowering Plants
148876,allicons,Allium constrictum,Constricted Douglas' Onion,Flowering Plants
161019,allidict,Allium dictuon,Blue Mountain Onion,Flowering Plants
134216,allielme,Allium elmendorfii,Elmendorf's Onion,Flowering Plants
154189,allihick,Allium hickmanii,Hickman's Onion,Flowering Plants
159138,allijeps,Allium jepsonii,Jepson's Onion,Flowering Plants
134128,allimont,Allium monticola,San Bernardino Mountain Onion,Flowering Plants
144778,allimunz,Allium munzii,Munz's Onion,Flowering Plants
139597,allioxyp,Allium oxyphilum,Lillydale Onion,Flowering Plants
151989,allipass,Allium passeyi,Passey's Onion,Flowering Plants
150716,allishar,Allium sharsmithiae,Sharsmith's Onion,Flowering Plants
146318,allishev,Allium shevockii,Spanish Needle Onion,Flowering Plants
161169,allispec,Allium speculae,Little River Canyon Onion,Flowering Plants
134215,allitrib,Allium tribracteatum,Three-bract Onion,Flowering Plants
161548,allituol,Allium tuolumnense,Rawhide Hill Onion,Flowering Plants
151211,allotexa,Allolepis texana,Texas Saltgrass,Flowering Plants
141860,amarpumi,Amaranthus pumilus,Seabeach Amaranth,Flowering Plants
150493,ambrchei,Ambrosia cheiranthifolia,South Texas Ragweed,Flowering Plants
154697,ambrpumi,Ambrosia pumila,San Diego Ragweed,Flowering Plants
130462,ammogiga,Ammoselinum giganteum,Western Sand-parsley,Flowering Plants
142932,amorgonz,Amoreuxia gonzalezii,Santa Rita Yellowshow,Flowering Plants
160131,amorpani,Amorpha paniculata,Panicled Indigobush,Flowering Plants
138613,amphpusi,Amphianthus pusillus,Little Amphianthus,Flowering Plants
159258,amsicari,Amsinckia carinata,Malheur Valley Fiddleneck,Flowering Plants
156541,amsigran,Amsinckia grandiflora,Large-flower Fiddleneck,Flowering Plants
134105,amsiluna,Amsinckia lunaris,Bentflower Fiddleneck,Flowering Plants
152509,amsofuga,Amsonia fugatei,San Antonio Bluestar,Flowering Plants
128514,amsogran,Amsonia grandiflora,Arizona Slimpod,Flowering Plants
136515,amsokear,Amsonia kearneyana,Kearney's Slimpod,Flowering Plants
141086,amsothar,Amsonia tharpii,Tharp's Bluestar,Flowering Plants
786432,ancikeil,Ancistrocarphus keilii,Ancistrocarphus keilii,Flowering Plants
135894,angedent,Angelica dentata,Coastal Plain Angelica,Flowering Plants
157806,angescab,Angelica scabrida,Rough Angelica,Flowering Plants
135854,angewhee,Angelica wheeleri,Wheeler's Angelica,Flowering Plants
951442,antesawy,Antennaria sawyeri,,Flowering Plants
161232,antesoli,Antennaria soliceps,Charleston Pussytoes,Flowering Plants
141061,anulrefl,Anulocaulis reflexus,Texas Ringstem,Flowering Plants
150024,apacchir,Apacheria chiricahuensis,Cliff Brittlebush,Flowering Plants
138209,apiopric,Apios priceana,Price's Potato-bean,Flowering Plants
142074,aquigrah,Aquilegia grahamii,Graham's Columbine,Flowering Plants
158685,aquilara,Aquilegia laramiensis,Laramie Columbine,Flowering Plants
157136,arabbodi,Arabis bodiensis,Bodie Hills Rockcress,Flowering Plants
134763,arabcons,Arabis constancei,Constance's Rockcress,Flowering Plants
143820,arabcran,Arabis crandallii,Crandall's Rockcress,Flowering Plants
144199,arabfalc1,Arabis falcatoria,Grouse Creek Rockcress,Flowering Plants
140673,arabfalc2,Arabis falcifructa,Elko Rockcress,Flowering Plants
159353,arabfecu,Arabis fecunda,Sapphire Rockcress,Flowering Plants
154760,arabgeor,Arabis georgiana,Georgia Rockcress,Flowering Plants
143911,arabhast,Arabis hastatula,Hell's Canyon Rockcress,Flowering Plants
142771,arabjohn,Arabis johnstonii,Johnston's Rockcress,Flowering Plants
132067,arabmcdo,Arabis mcdonaldiana,Red Mountain Rockcress,Flowering Plants
157888,arabophi,Arabis ophira,Ophir Rockcress,Flowering Plants
158312,arabpari,Arabis parishii,Parish's Rockcress,Flowering Plants
130490,arabpers,Arabis perstellata,Braun's Rockcress,Flowering Plants
128570,arabpinz,Arabis pinzliae,Pinzl's Rockcress,Flowering Plants
159356,arabpusi,Arabis pusilla,Fremont County Rockcress,Flowering Plants
865001,arabroll,Arabis rollei,Klamath River Rockcress,Flowering Plants
142676,arabsero,Arabis serotina,Shale Barren Rockcress,Flowering Plants
139715,arabtric,Arabis tricornuta,Rincon Mountain Rockcress,Flowering Plants
159159,arcthumi,Arctomecon humilis,Dwarf Bear-poppy,Flowering Plants
141166,arctande,Arctostaphylos andersonii,Santa Cruz Manzanita,Flowering Plants
135324,arctauri,Arctostaphylos auriculata,Mt. Diablo Manzanita,Flowering Plants
160913,arctcata,Arctostaphylos catalinae,Santa Catalina Island Manzanita,Flowering Plants
136943,arctconf,Arctostaphylos confertiflora,Santa Rosa Island Manzanita,Flowering Plants
137554,arctcruz,Arctostaphylos cruzensis,Arroyo de la Cruz Manzanita,Flowering Plants
150824,arctdens,Arctostaphylos densiflora,Vine Hill Manzanita,Flowering Plants
130174,arctedmu,Arctostaphylos edmundsii,Little Sur Manzanita,Flowering Plants
788176,arctgabi,Arctostaphylos gabilanensis,Arctostaphylos gabilanensis,Flowering Plants
137569,arctglut,Arctostaphylos glutinosa,Schreiber's Manzanita,Flowering Plants
159465,arctimbr,Arctostaphylos imbricata,San Bruno Mountain Manzanita,Flowering Plants
140555,arctmont1,Arctostaphylos montaraensis,Montara Manzanita,Flowering Plants
134642,arctmont2,Arctostaphylos montereyensis,Toro Manzanita,Flowering Plants
139178,arctmorr,Arctostaphylos morroensis,Morro Manzanita,Flowering Plants
156885,arctmyrt,Arctostaphylos myrtifolia,Ione Manzanita,Flowering Plants
154143,arctniss,Arctostaphylos nissenana,Nissenan Manzanita,Flowering Plants
826799,arctohlo,Arctostaphylos ohloneana,Arctostaphylos ohloneana,Flowering Plants
137338,arctosoe,Arctostaphylos osoensis,Oso Manzanita,Flowering Plants
